userId,rating,gender,movieId,title,distributor,genres,directors,crew,crew_types,actors,age,release_year
YM_1620,2.0,M,2974,Bats,Destination Films,Suspense,Louis Morneau,Screenwriter|Producer|Producer|Featured,1800020298|1800020504|1800020503|1800279660,Lou Diamond Phillips [Sheriff Kimsey]|Dina Meyer [Dr. Sheila Casper]|Bob Gunton| Leon,40's,1990's
YM_1620,2.0,M,2974,Bats,Destination Films,Horror,Louis Morneau,Screenwriter|Producer|Producer|Featured,1800020298|1800020504|1800020503|1800279660,Lou Diamond Phillips [Sheriff Kimsey]|Dina Meyer [Dr. Sheila Casper]|Bob Gunton| Leon,40's,1990's
YM_1620,2.0,M,2974,Bats,Destination Films,Thriller,Louis Morneau,Screenwriter|Producer|Producer|Featured,1800020298|1800020504|1800020503|1800279660,Lou Diamond Phillips [Sheriff Kimsey]|Dina Meyer [Dr. Sheila Casper]|Bob Gunton| Leon,40's,1990's
YM_1620,5.0,M,3033,Spaceballs,,Comedy,Mel Brooks,Voice,1800083485,Bill Pullman|Mel Brooks|John Candy|Rick Moranis|Daphne Zuniga|Joan Rivers|Tom Dreesen|Ed Gale,40's,1980's
YM_1620,5.0,M,333,Tommy Boy,,Comedy,Peter Segal,Composer,1800031066,Chris Farley|David Spade|Bo Derek|Brian Dennehy|Rob Lowe|Julie Warner|Dan Aykroyd|Zach Grenier,40's,1990's
YM_1620,5.0,M,344,Ace Ventura: Pet Detective,,Comedy,Tom Shadyac,Screenwriter|Producer|Cameo|Screenwriter|Screenwriter|Executive Producer,1800022999|1800020954|1800201308|1800022997|1804504062|1800026843,"Jim Carrey|Courteney Cox|Sean Young|Tone Loc|Dan Marino|Troy Evans|John Capodice|Randall ""Tex"" Cobb|Noble Willingham|Udo Kier|Raynor Scheine|Mark Margolis|Bill Zuckert|Alice Drummond|Rebecca Ferratti|Frank Adonis|Tiny Ron",40's,1990's
YM_1620,3.0,M,555,True Romance,,Action,Tony Scott,Screenwriter|Editor,1800021942|1800245304,Christian Slater|Patricia Arquette|Dennis Hopper|Val Kilmer|Gary Oldman|Brad Pitt|Christopher Walken|Michael Rapaport|Bronson Pinchot|Chris Penn|Samuel L Jackson|James Gandolfini|Tom Sizemore|Kevin Corrigan|Paul Ben-Victor|Victor Argo|Saul Rubinek|Enzo Rossi,40's,1990's
YM_1620,3.0,M,555,True Romance,,Adventure,Tony Scott,Screenwriter|Editor,1800021942|1800245304,Christian Slater|Patricia Arquette|Dennis Hopper|Val Kilmer|Gary Oldman|Brad Pitt|Christopher Walken|Michael Rapaport|Bronson Pinchot|Chris Penn|Samuel L Jackson|James Gandolfini|Tom Sizemore|Kevin Corrigan|Paul Ben-Victor|Victor Argo|Saul Rubinek|Enzo Rossi,40's,1990's
YM_1620,3.0,M,555,True Romance,,Crime,Tony Scott,Screenwriter|Editor,1800021942|1800245304,Christian Slater|Patricia Arquette|Dennis Hopper|Val Kilmer|Gary Oldman|Brad Pitt|Christopher Walken|Michael Rapaport|Bronson Pinchot|Chris Penn|Samuel L Jackson|James Gandolfini|Tom Sizemore|Kevin Corrigan|Paul Ben-Victor|Victor Argo|Saul Rubinek|Enzo Rossi,40's,1990's
YM_1620,3.0,M,555,True Romance,,Gangster,Tony Scott,Screenwriter|Editor,1800021942|1800245304,Christian Slater|Patricia Arquette|Dennis Hopper|Val Kilmer|Gary Oldman|Brad Pitt|Christopher Walken|Michael Rapaport|Bronson Pinchot|Chris Penn|Samuel L Jackson|James Gandolfini|Tom Sizemore|Kevin Corrigan|Paul Ben-Victor|Victor Argo|Saul Rubinek|Enzo Rossi,40's,1990's
YM_2081,5.0,F,1240,The Terminator,Metro-Goldwyn-Mayer,Science Fiction,James Cameron,"Producer, Screenwriter|Composer|Set Decorator|Art Director|Screenwriter|Executive Producer|Screenwriter, Source Writer|Screenwriter|Cinematographer|Executive Producer|Editor",1800021173|1800161534|1800287546|1804704623|1800025102|1800311381|1800121281|1800012402|1800161532|1804518447|1800054555,Arnold Schwarzenegger [the Terminator]|Michael Biehn|Linda Hamilton|Paul Winfield|Lance Henriksen|Rick Rossovich|Bess Motta|Earl Boen|Dick Miller|Franco Columbu|Bill Paxton,20's,1980's
YM_2081,5.0,F,1240,The Terminator,Metro-Goldwyn-Mayer,Fantasy,James Cameron,"Producer, Screenwriter|Composer|Set Decorator|Art Director|Screenwriter|Executive Producer|Screenwriter, Source Writer|Screenwriter|Cinematographer|Executive Producer|Editor",1800021173|1800161534|1800287546|1804704623|1800025102|1800311381|1800121281|1800012402|1800161532|1804518447|1800054555,Arnold Schwarzenegger [the Terminator]|Michael Biehn|Linda Hamilton|Paul Winfield|Lance Henriksen|Rick Rossovich|Bess Motta|Earl Boen|Dick Miller|Franco Columbu|Bill Paxton,20's,1980's
YM_2081,5.0,F,1240,The Terminator,Metro-Goldwyn-Mayer,Action,James Cameron,"Producer, Screenwriter|Composer|Set Decorator|Art Director|Screenwriter|Executive Producer|Screenwriter, Source Writer|Screenwriter|Cinematographer|Executive Producer|Editor",1800021173|1800161534|1800287546|1804704623|1800025102|1800311381|1800121281|1800012402|1800161532|1804518447|1800054555,Arnold Schwarzenegger [the Terminator]|Michael Biehn|Linda Hamilton|Paul Winfield|Lance Henriksen|Rick Rossovich|Bess Motta|Earl Boen|Dick Miller|Franco Columbu|Bill Paxton,20's,1980's
YM_2081,5.0,F,1240,The Terminator,Metro-Goldwyn-Mayer,Adventure,James Cameron,"Producer, Screenwriter|Composer|Set Decorator|Art Director|Screenwriter|Executive Producer|Screenwriter, Source Writer|Screenwriter|Cinematographer|Executive Producer|Editor",1800021173|1800161534|1800287546|1804704623|1800025102|1800311381|1800121281|1800012402|1800161532|1804518447|1800054555,Arnold Schwarzenegger [the Terminator]|Michael Biehn|Linda Hamilton|Paul Winfield|Lance Henriksen|Rick Rossovich|Bess Motta|Earl Boen|Dick Miller|Franco Columbu|Bill Paxton,20's,1980's
YM_2081,4.0,F,256,Junior,,Comedy,Ivan Reitman,Composer,1800011642,Arnold Schwarzenegger|Danny DeVito|Emma Thompson|Frank Langella|Pamela Reed|Megan Cavanagh,20's,1990's
YM_2081,5.0,F,2717,Ghostbusters 2,,Comedy,Ivan Reitman,,,Bill Murray|Dan Aykroyd|Sigourney Weaver|Harold Ramis|Rick Moranis|Annie Potts|Ernie Hudson|Peter MacNicol,20's,1980's
YM_2081,4.0,F,3113,End of Days,Universal Pictures,Action,Peter Hyams,Song Performer|Editor|Costume Designer|Producer|Producer|Song Performer|Composer|Song Performer|Screenwriter|Song Composer/Performer|Cinematographer|Song Composer|Song Performer|Song Performer|Song Composer|Song Performer|Song Composer/Performer|Screenwriter|Production Designer,1807485317|1800245306|1800403284|1800021516|1800021305|1807485322|1800135603|1804707047|1800021517|1800355582|1800011122|1800355567|1802084709|1807485323|1804580874|1807485324|1808429234|1800344362|1800403280,Arnold Schwarzenegger [Jericho Cane]|Gabriel Byrne [The Man]|Kevin Pollak|Robin Tunney [Christine York]|CCH Pounder|Udo Kier|Rod Steiger,20's,1990's
YM_2081,4.0,F,3113,End of Days,Universal Pictures,Adventure,Peter Hyams,Song Performer|Editor|Costume Designer|Producer|Producer|Song Performer|Composer|Song Performer|Screenwriter|Song Composer/Performer|Cinematographer|Song Composer|Song Performer|Song Performer|Song Composer|Song Performer|Song Composer/Performer|Screenwriter|Production Designer,1807485317|1800245306|1800403284|1800021516|1800021305|1807485322|1800135603|1804707047|1800021517|1800355582|1800011122|1800355567|1802084709|1807485323|1804580874|1807485324|1808429234|1800344362|1800403280,Arnold Schwarzenegger [Jericho Cane]|Gabriel Byrne [The Man]|Kevin Pollak|Robin Tunney [Christine York]|CCH Pounder|Udo Kier|Rod Steiger,20's,1990's
YM_2081,4.0,F,3113,End of Days,Universal Pictures,Drama,Peter Hyams,Song Performer|Editor|Costume Designer|Producer|Producer|Song Performer|Composer|Song Performer|Screenwriter|Song Composer/Performer|Cinematographer|Song Composer|Song Performer|Song Performer|Song Composer|Song Performer|Song Composer/Performer|Screenwriter|Production Designer,1807485317|1800245306|1800403284|1800021516|1800021305|1807485322|1800135603|1804707047|1800021517|1800355582|1800011122|1800355567|1802084709|1807485323|1804580874|1807485324|1808429234|1800344362|1800403280,Arnold Schwarzenegger [Jericho Cane]|Gabriel Byrne [The Man]|Kevin Pollak|Robin Tunney [Christine York]|CCH Pounder|Udo Kier|Rod Steiger,20's,1990's
YM_2081,4.0,F,3113,End of Days,Universal Pictures,Thriller,Peter Hyams,Song Performer|Editor|Costume Designer|Producer|Producer|Song Performer|Composer|Song Performer|Screenwriter|Song Composer/Performer|Cinematographer|Song Composer|Song Performer|Song Performer|Song Composer|Song Performer|Song Composer/Performer|Screenwriter|Production Designer,1807485317|1800245306|1800403284|1800021516|1800021305|1807485322|1800135603|1804707047|1800021517|1800355582|1800011122|1800355567|1802084709|1807485323|1804580874|1807485324|1808429234|1800344362|1800403280,Arnold Schwarzenegger [Jericho Cane]|Gabriel Byrne [The Man]|Kevin Pollak|Robin Tunney [Christine York]|CCH Pounder|Udo Kier|Rod Steiger,20's,1990's
YM_2081,5.0,F,3527,Predator,,Science Fiction,John McTiernan,Editor|Producer|Screenwriter|Visual Effects Supervisor|Composer|Editor|Cinematographer|Production Designer|Producer|Screenwriter|Producer|Screenwriter,1800040107|1800021427|1800352359|1800238365|1800016512|1800294270|1800096873|1800040795|1800023638|1800148725|1800022986|1800148727,Arnold Schwarzenegger|Jesse Ventura|Bill Duke|Sonny Landham|Carl Weathers|Richard Chaves|Elpidia Carrillo|R.G. Armstrong|Kevin Peter Hall,20's,1980's
YM_2081,5.0,F,3527,Predator,,Fantasy,John McTiernan,Editor|Producer|Screenwriter|Visual Effects Supervisor|Composer|Editor|Cinematographer|Production Designer|Producer|Screenwriter|Producer|Screenwriter,1800040107|1800021427|1800352359|1800238365|1800016512|1800294270|1800096873|1800040795|1800023638|1800148725|1800022986|1800148727,Arnold Schwarzenegger|Jesse Ventura|Bill Duke|Sonny Landham|Carl Weathers|Richard Chaves|Elpidia Carrillo|R.G. Armstrong|Kevin Peter Hall,20's,1980's
YM_2081,5.0,F,3698,The Running Man,,Science Fiction,Paul Michael Glaser,,,Arnold Schwarzenegger|Richard Dawson|Maria Conchita Alonso|Yaphet Kotto|Dweezil Zappa,20's,1980's
YM_2081,5.0,F,3698,The Running Man,,Fantasy,Paul Michael Glaser,,,Arnold Schwarzenegger|Richard Dawson|Maria Conchita Alonso|Yaphet Kotto|Dweezil Zappa,20's,1980's
YM_2081,4.0,F,485,Last Action Hero,,Science Fiction,John McTiernan,Song Performer|Screenwriter|Screenwriter|Producer|Cameo|Screenwriter|Song Performer|Composer,1807485320|1800015690|1800381822|1800019458|1800320712|1800022987|1807485319|1800035328,Arnold Schwarzenegger|Anthony Quinn|Mercedes Ruehl|F. Murray Abraham|Art Carney|Charles Dance|Austin O'Brien|Tom Noonan|Sharon Stone,20's,1990's
YM_2081,4.0,F,485,Last Action Hero,,Fantasy,John McTiernan,Song Performer|Screenwriter|Screenwriter|Producer|Cameo|Screenwriter|Song Performer|Composer,1807485320|1800015690|1800381822|1800019458|1800320712|1800022987|1807485319|1800035328,Arnold Schwarzenegger|Anthony Quinn|Mercedes Ruehl|F. Murray Abraham|Art Carney|Charles Dance|Austin O'Brien|Tom Noonan|Sharon Stone,20's,1990's
YM_2081,5.0,F,589,Terminator 2 - Judgment Day,,Science Fiction,James Cameron,"Producer|Composer|Producer|Producer|Production Designer|Screenwriter|Special Effects|Costume Designer|Producer|Editor|Editor|Special Effects|Producer, Screenwriter|Special Effects|Cinematographer|Special Effects|Editor",1800021173|1800161534|1800161542|1800161540|1800161536|1800025102|1800308592|1800161538|1800023102|1800117227|1800016073|1800161268|1800012402|1800108721|1800161532|1800258217|1800054555,Arnold Schwarzenegger|Linda Hamilton|Edward Furlong|Robert Patrick|Earl Boen|Joe Morton|S. Epatha Merkerson|Castulo Guerra|Jenette Goldstein|Xander Berkeley,20's,1990's
YM_2081,5.0,F,589,Terminator 2 - Judgment Day,,Fantasy,James Cameron,"Producer|Composer|Producer|Producer|Production Designer|Screenwriter|Special Effects|Costume Designer|Producer|Editor|Editor|Special Effects|Producer, Screenwriter|Special Effects|Cinematographer|Special Effects|Editor",1800021173|1800161534|1800161542|1800161540|1800161536|1800025102|1800308592|1800161538|1800023102|1800117227|1800016073|1800161268|1800012402|1800108721|1800161532|1800258217|1800054555,Arnold Schwarzenegger|Linda Hamilton|Edward Furlong|Robert Patrick|Earl Boen|Joe Morton|S. Epatha Merkerson|Castulo Guerra|Jenette Goldstein|Xander Berkeley,20's,1990's
YM_2530,4.0,M,1097,E.T. The Extra-Terrestrial,Universal Pictures,,Steven Spielberg,Producer|Composer|Cinematographer|Editor|Costume Designer|Production Designer|Screenwriter|Producer,1800010823|1800010882|1800060408|1800041475|1800060406|1800060410|1800037553|1800024621,Henry Thomas [Elliott]|Dee Wallace Stone [Mary]|Peter Coyote [Keys]|Drew Barrymore [Gertie]|Robert McNaughton [Michael]|C. Thomas Howell [Tyler]|K.C. Martel [Greg]|Sean Frye [Steve]|Robert MacNaughton,20's,1980's
YM_2530,3.0,M,1136,Monty Python and the Holy Grail,,Comedy,Terry Gilliam,"Editor|Producer|Composer|Production Designer|Screenwriter|Screenwriter|Screenwriter|Visual Effects Supervisor|Screenwriter|Cinematographer|Producer, Screenwriter|Screenwriter",1800096758|1800096756|1800096760|1800096762|1800017738|1800017736|1800013017|1804354378|1800017742|1800082284|1800017740|1800013021, Monty Python Cast|Connie Booth|Carol Cleveland|Bee Duffell|John Young|Graham Chapman|Terry Gilliam|Terry Jones|Eric Idle|John Cleese,20's,1970's
YM_2530,5.0,M,1196,The Empire Strikes Back,Twentieth Century Fox,Action,Irvin Kershner,"Screenwriter|Composer|Producer|Art Director|Executive Producer, Producer, Screenwriter, Story|Special Effects|Screenwriter|Sound Design",1800012500|1800010882|1800017125|1800087192|1800017101|1800161268|1800036311|1800021222,Mark Hamill|Harrison Ford|Carrie Fisher|Billy Dee Williams|Anthony Daniels|David Prowse|Peter Mayhew|Alec Guinness|Mark Hamil|Frank Oz|Kenny Baker,20's,1980's
YM_2530,5.0,M,1196,The Empire Strikes Back,Twentieth Century Fox,Adventure,Irvin Kershner,"Screenwriter|Composer|Producer|Art Director|Executive Producer, Producer, Screenwriter, Story|Special Effects|Screenwriter|Sound Design",1800012500|1800010882|1800017125|1800087192|1800017101|1800161268|1800036311|1800021222,Mark Hamill|Harrison Ford|Carrie Fisher|Billy Dee Williams|Anthony Daniels|David Prowse|Peter Mayhew|Alec Guinness|Mark Hamil|Frank Oz|Kenny Baker,20's,1980's
YM_2530,5.0,M,1196,The Empire Strikes Back,Twentieth Century Fox,Thriller,Irvin Kershner,"Screenwriter|Composer|Producer|Art Director|Executive Producer, Producer, Screenwriter, Story|Special Effects|Screenwriter|Sound Design",1800012500|1800010882|1800017125|1800087192|1800017101|1800161268|1800036311|1800021222,Mark Hamill|Harrison Ford|Carrie Fisher|Billy Dee Williams|Anthony Daniels|David Prowse|Peter Mayhew|Alec Guinness|Mark Hamil|Frank Oz|Kenny Baker,20's,1980's
YM_2530,5.0,M,1196,The Empire Strikes Back,Twentieth Century Fox,Science Fiction,Irvin Kershner,"Screenwriter|Composer|Producer|Art Director|Executive Producer, Producer, Screenwriter, Story|Special Effects|Screenwriter|Sound Design",1800012500|1800010882|1800017125|1800087192|1800017101|1800161268|1800036311|1800021222,Mark Hamill|Harrison Ford|Carrie Fisher|Billy Dee Williams|Anthony Daniels|David Prowse|Peter Mayhew|Alec Guinness|Mark Hamil|Frank Oz|Kenny Baker,20's,1980's
YM_2530,5.0,M,1196,The Empire Strikes Back,Twentieth Century Fox,Fantasy,Irvin Kershner,"Screenwriter|Composer|Producer|Art Director|Executive Producer, Producer, Screenwriter, Story|Special Effects|Screenwriter|Sound Design",1800012500|1800010882|1800017125|1800087192|1800017101|1800161268|1800036311|1800021222,Mark Hamill|Harrison Ford|Carrie Fisher|Billy Dee Williams|Anthony Daniels|David Prowse|Peter Mayhew|Alec Guinness|Mark Hamil|Frank Oz|Kenny Baker,20's,1980's
YM_2530,5.0,M,1210,Return of the Jedi,Twentieth Century Fox,Action,Richard Marquand,"Screenwriter|Composer|Executive Producer, Producer, Screenwriter|Sound Design|Producer",1800012500|1800010882|1800017101|1800021222|1807457695,Mark Hamill|Carrie Fisher|Harrison Ford|Billy Dee Williams|Anthony Daniels|Peter Mayhew|Alec Guinness|Ian McDiarmid|Mark Hamil|Frank Oz|Kenny Baker,20's,1980's
YM_2530,5.0,M,1210,Return of the Jedi,Twentieth Century Fox,Adventure,Richard Marquand,"Screenwriter|Composer|Executive Producer, Producer, Screenwriter|Sound Design|Producer",1800012500|1800010882|1800017101|1800021222|1807457695,Mark Hamill|Carrie Fisher|Harrison Ford|Billy Dee Williams|Anthony Daniels|Peter Mayhew|Alec Guinness|Ian McDiarmid|Mark Hamil|Frank Oz|Kenny Baker,20's,1980's
YM_2530,5.0,M,1210,Return of the Jedi,Twentieth Century Fox,Thriller,Richard Marquand,"Screenwriter|Composer|Executive Producer, Producer, Screenwriter|Sound Design|Producer",1800012500|1800010882|1800017101|1800021222|1807457695,Mark Hamill|Carrie Fisher|Harrison Ford|Billy Dee Williams|Anthony Daniels|Peter Mayhew|Alec Guinness|Ian McDiarmid|Mark Hamil|Frank Oz|Kenny Baker,20's,1980's
YM_2530,5.0,M,1210,Return of the Jedi,Twentieth Century Fox,Science Fiction,Richard Marquand,"Screenwriter|Composer|Executive Producer, Producer, Screenwriter|Sound Design|Producer",1800012500|1800010882|1800017101|1800021222|1807457695,Mark Hamill|Carrie Fisher|Harrison Ford|Billy Dee Williams|Anthony Daniels|Peter Mayhew|Alec Guinness|Ian McDiarmid|Mark Hamil|Frank Oz|Kenny Baker,20's,1980's
YM_2530,5.0,M,1210,Return of the Jedi,Twentieth Century Fox,Fantasy,Richard Marquand,"Screenwriter|Composer|Executive Producer, Producer, Screenwriter|Sound Design|Producer",1800012500|1800010882|1800017101|1800021222|1807457695,Mark Hamill|Carrie Fisher|Harrison Ford|Billy Dee Williams|Anthony Daniels|Peter Mayhew|Alec Guinness|Ian McDiarmid|Mark Hamil|Frank Oz|Kenny Baker,20's,1980's
YM_2530,5.0,M,1278,Young Frankenstein,,Comedy,Mel Brooks,Composer|Production Designer|Producer|Screenwriter|Screenwriter|Editor|Cinematographer,1800012931|1800027966|1800117656|1800037923|1800012918|1800037939|1800034107,Gene Wilder|Peter Boyle|Marty Feldman|Madeline Kahn|Cloris Leachman|Teri Garr|Kenneth Mars|Gene Hackman,20's,1970's
YM_2530,5.0,M,1387,Jaws,Universal Pictures,Action,Steven Spielberg,"Producer|Composer|Screenwriter|Production Designer|Set Designer|Screenwriter|Editor|Cameo, Screenwriter, Source Writer|Cinematographer|Producer",1800020263|1800010882|1800072389|1800048770|1800082745|1800016607|1800017133|1800029973|1800036801|1800070407,Roy Scheider|Richard Dreyfuss|Robert Shaw|Lorraine Gary|Murray Hamilton|Carl Gottlieb|Jay Mello|Lee Fierro|Jeffrey Kramer|Susan Backlinie|Jonathan Filley,20's,1970's
YM_2530,5.0,M,1387,Jaws,Universal Pictures,Adventure,Steven Spielberg,"Producer|Composer|Screenwriter|Production Designer|Set Designer|Screenwriter|Editor|Cameo, Screenwriter, Source Writer|Cinematographer|Producer",1800020263|1800010882|1800072389|1800048770|1800082745|1800016607|1800017133|1800029973|1800036801|1800070407,Roy Scheider|Richard Dreyfuss|Robert Shaw|Lorraine Gary|Murray Hamilton|Carl Gottlieb|Jay Mello|Lee Fierro|Jeffrey Kramer|Susan Backlinie|Jonathan Filley,20's,1970's
YM_2530,5.0,M,1387,Jaws,Universal Pictures,Drama,Steven Spielberg,"Producer|Composer|Screenwriter|Production Designer|Set Designer|Screenwriter|Editor|Cameo, Screenwriter, Source Writer|Cinematographer|Producer",1800020263|1800010882|1800072389|1800048770|1800082745|1800016607|1800017133|1800029973|1800036801|1800070407,Roy Scheider|Richard Dreyfuss|Robert Shaw|Lorraine Gary|Murray Hamilton|Carl Gottlieb|Jay Mello|Lee Fierro|Jeffrey Kramer|Susan Backlinie|Jonathan Filley,20's,1970's
YM_2530,5.0,M,1387,Jaws,Universal Pictures,Suspense,Steven Spielberg,"Producer|Composer|Screenwriter|Production Designer|Set Designer|Screenwriter|Editor|Cameo, Screenwriter, Source Writer|Cinematographer|Producer",1800020263|1800010882|1800072389|1800048770|1800082745|1800016607|1800017133|1800029973|1800036801|1800070407,Roy Scheider|Richard Dreyfuss|Robert Shaw|Lorraine Gary|Murray Hamilton|Carl Gottlieb|Jay Mello|Lee Fierro|Jeffrey Kramer|Susan Backlinie|Jonathan Filley,20's,1970's
YM_2530,5.0,M,1387,Jaws,Universal Pictures,Horror,Steven Spielberg,"Producer|Composer|Screenwriter|Production Designer|Set Designer|Screenwriter|Editor|Cameo, Screenwriter, Source Writer|Cinematographer|Producer",1800020263|1800010882|1800072389|1800048770|1800082745|1800016607|1800017133|1800029973|1800036801|1800070407,Roy Scheider|Richard Dreyfuss|Robert Shaw|Lorraine Gary|Murray Hamilton|Carl Gottlieb|Jay Mello|Lee Fierro|Jeffrey Kramer|Susan Backlinie|Jonathan Filley,20's,1970's
YM_2530,5.0,M,1387,Jaws,Universal Pictures,Thriller,Steven Spielberg,"Producer|Composer|Screenwriter|Production Designer|Set Designer|Screenwriter|Editor|Cameo, Screenwriter, Source Writer|Cinematographer|Producer",1800020263|1800010882|1800072389|1800048770|1800082745|1800016607|1800017133|1800029973|1800036801|1800070407,Roy Scheider|Richard Dreyfuss|Robert Shaw|Lorraine Gary|Murray Hamilton|Carl Gottlieb|Jay Mello|Lee Fierro|Jeffrey Kramer|Susan Backlinie|Jonathan Filley,20's,1970's
